"date","issue_number","category","circulation","temporal"
"1854-08-18","99","artikel","Regionaal/lokaal","Dag"
"1848-05-23","107","artikel","Regionaal/lokaal","Dag"
"1850-08-28","51","artikel","Regionaal/lokaal","Middag"
"1848-05-20","5144","artikel","Landelijk","Dag"
"1844-08-21","101","artikel","Regionaal/lokaal","Dag"
"1857-02-15","20","artikel","Regionaal/lokaal","Dag"
"1855-04-12","43","artikel","Regionaal/lokaal","Dag"
"1859-12-16","296","artikel","Regionaal/lokaal","Dag"
"1859-12-12","295","artikel","Regionaal/lokaal","Dag"
"1843-12-03","240","artikel","Regionaal/lokaal","Dag"
"1842-09-27","117","artikel","Regionaal/lokaal","Dag"
"1841-06-21","3001","artikel","Landelijk","Dag"
"1850-10-21","1067","artikel","Landelijk","Dag"
"1850-08-12","5832","artikel","Landelijk","Dag"
"1850-08-15","65","artikel","Regionaal/lokaal","Dag"
"1860-11-05","133","artikel","Regionaal/lokaal","Dag"
"1851-02-15","1163","artikel","Landelijk","Dag"
"1848-03-03","5077","artikel","Landelijk","Dag"
"1854-08-01","89","artikel","Regionaal/lokaal","Dag"
"1846-10-22","4654","artikel","Landelijk","Dag"
"1858-02-19","42","artikel","Regionaal/lokaal","Dag"
"1850-09-22","186","artikel","Regionaal/lokaal","Dag"
"1848-07-19","86","artikel","Regionaal/lokaal","Dag"
"1842-02-25","3215","artikel","Landelijk","Dag"
"1850-12-12","142","artikel","Regionaal/lokaal","Middag"
"1859-02-26","3592","artikel","Landelijk","Dag"
"1859-07-18","59","artikel","Regionaal/lokaal","Dag"
"1847-10-20","247","artikel","Regionaal/lokaal","Dag"
"1848-05-04","5130","artikel","Landelijk","Dag"
"1860-06-26","74","artikel","Regionaal/lokaal","Dag"
"1846-10-29","53","artikel","Landelijk","Dag"
"1847-08-26","102","artikel","Regionaal/lokaal","Dag"
"1860-05-04","105","artikel","Regionaal/lokaal","Dag"
"1860-06-14","8887","artikel","Landelijk","Dag"
"1848-09-30","202","artikel","Regionaal/lokaal","Dag"
"1850-07-19","17","artikel","Regionaal/lokaal","Middag"
"1850-03-27","61","artikel","Regionaal/lokaal","Dag"
"1850-03-12","5704","artikel","Landelijk","Dag"
"1859-08-26","203","artikel","Regionaal/lokaal","Dag"
"1857-09-22","114","artikel","Regionaal/lokaal","Dag"
"1844-06-26","3935","artikel","Landelijk","Dag"
"1860-07-05","4002","artikel","Landelijk","Dag"
"1840-03-31","26","artikel","Regionaal/lokaal","Dag"
"1859-07-06","156","artikel","Regionaal/lokaal","Dag"
"1856-06-05","132","artikel","Landelijk","Dag"
"1840-10-07","120","artikel","Regionaal/lokaal","Dag"
"1851-08-15","89","artikel","Verenigde Staten","Dag"
"1850-07-08","5802","artikel","Landelijk","Dag"
"1859-09-27","115","artikel","Regionaal/lokaal","Dag"
"1860-02-20","43","artikel","Regionaal/lokaal","Dag"
"1853-06-23","77","artikel","Regionaal/lokaal","Dag"
"1850-11-26","232","artikel","Regionaal/lokaal","Dag"
"1853-01-22","10","artikel","Regionaal/lokaal","Dag"
"1853-01-25","11","artikel","Regionaal/lokaal","Dag"
"1851-03-18","66","artikel","Regionaal/lokaal","Dag"
"1848-09-19","75","artikel","Regionaal/lokaal","Dag"
"1855-08-10","188","artikel","Landelijk","Dag"
"1851-06-07","68","artikel","Regionaal/lokaal","Dag"
"1849-08-14","193","artikel","Landelijk","Dag"
"1848-07-08","82","artikel","Regionaal/lokaal","Dag"
"1855-04-10","274","artikel","Verenigde Staten","Dag"
"1859-10-12","240","artikel","Regionaal/lokaal","Dag"
"1859-07-05","8592","artikel","Landelijk","Dag"
"1859-08-10","186","artikel","Regionaal/lokaal","Dag"
"1847-02-03","29","artikel","Regionaal/lokaal","Dag"
"1860-05-17","58","artikel","Regionaal/lokaal","Dag"
"1860-03-07","57","artikel","Regionaal/lokaal","Dag"
"1855-05-30","147","artikel","Landelijk","Dag"
"1857-05-26","63","artikel","Regionaal/lokaal","Dag"
"1847-06-12","4851","artikel","Landelijk","Dag"
"1860-05-09","129","artikel","Landelijk","Dag"
"1849-03-24","591","artikel","Landelijk","Dag"
"1848-07-19","150","artikel","Regionaal/lokaal","Dag"
"1859-03-01","26","artikel","Regionaal/lokaal","Dag"
"1849-08-30","69","artikel","Regionaal/lokaal","Dag"
"1850-04-26","517","artikel","Regionaal/lokaal","Middag"
"1849-02-06","31","artikel","Landelijk","Dag"
"1841-05-13","57","artikel","Regionaal/lokaal","Dag"
"1841-08-23","3055","artikel","Landelijk","Dag"
"1853-05-23","1848","artikel","Landelijk","Dag"
"1859-10-03","92","artikel","Regionaal/lokaal","Dag"
"1857-03-12","61","artikel","Regionaal/lokaal","Dag"
"1849-11-30","286","artikel","Landelijk","Dag"
"1850-03-21","35","artikel","Regionaal/lokaal","Dag"
"1850-09-04","57","artikel","Regionaal/lokaal","Middag"
"1850-10-10","88","artikel","Regionaal/lokaal","Middag"
"1850-09-11","178","artikel","Regionaal/lokaal","Dag"
"1847-09-12","182","artikel","Regionaal/lokaal","Dag"
"1841-07-05","80","artikel","Regionaal/lokaal","Dag"
"1848-10-15","104","artikel","Regionaal/lokaal","Dag"
"1859-08-31","3745","artikel","Landelijk","Dag"
"1857-01-23","10","artikel","Regionaal/lokaal","Dag"
"1840-02-26","41","artikel","Regionaal/lokaal","Dag"
"1852-05-18","59","artikel","Regionaal/lokaal","Dag"
"1856-05-23","121","artikel","Landelijk","Dag"
"1850-09-17","112","artikel","Regionaal/lokaal","Dag"
"1841-12-02","3142","artikel","Landelijk","Dag"
"1850-11-27","281","artikel","Landelijk","Dag"
"1854-10-03","233","artikel","Landelijk","Dag"
"1860-01-11","9","artikel","Regionaal/lokaal","Dag"
"1840-02-18","21","artikel","Regionaal/lokaal","Dag"
"1859-07-15","164","artikel","Regionaal/lokaal","Dag"
"1849-02-08","11","artikel","Regionaal/lokaal","Dag"
"1849-09-01","35","artikel","Nederlandse Antillen","Dag"
"1860-02-23","46","artikel","Regionaal/lokaal","Dag"
"1846-08-29","27","artikel","Landelijk","Dag"
"1849-08-28","313","artikel","Regionaal/lokaal","Dag"
"1860-08-23","4043","artikel","Landelijk","Dag"
"1856-08-21","198","artikel","Regionaal/lokaal","Dag"
"1847-04-20","46","artikel","Regionaal/lokaal","Dag"
"1855-08-11","2520","artikel","Landelijk","Dag"
"1856-07-11","2797","artikel","Landelijk","Dag"
"1854-06-03","2162","artikel","Landelijk","Dag"
"1853-05-03","1833","artikel","Landelijk","Dag"
"1856-02-02","2665","artikel","Landelijk","Dag"
"1850-10-19","126","artikel","Regionaal/lokaal","Dag"
"1860-10-24","4096","artikel","Landelijk","Dag"
"1860-07-07","4004","artikel","Landelijk","Dag"
"1856-07-12","56","artikel","Regionaal/lokaal","Dag"
"1849-12-17","300","artikel","Landelijk","Dag"
"1859-06-04","67","artikel","Regionaal/lokaal","Dag"
"1853-02-22","15","artikel","Regionaal/lokaal","Dag"
"1859-05-31","65","artikel","Regionaal/lokaal","Dag"
"1852-03-09","1485","artikel","Landelijk","Dag"
"1850-11-08","1082","artikel","Landelijk","Dag"
"1856-05-09","7615","artikel","Landelijk","Dag"
"1859-05-05","54","artikel","Regionaal/lokaal","Dag"
"1853-08-03","59","artikel","Landelijk","Dag"
"1859-01-17","3557","artikel","Landelijk","Dag"
"1856-07-30","61","artikel","Regionaal/lokaal","Dag"
"1859-03-17","3608","artikel","Landelijk","Dag"
"1850-07-19","988","artikel","Landelijk","Dag"
"1843-10-21","3726","artikel","Landelijk","Dag"
"1856-12-03","97","artikel","Regionaal/lokaal","Dag"
"1857-05-30","3064","artikel","Landelijk","Dag"
"1851-06-20","81","artikel","Verenigde Staten","Dag"
"1851-07-05","1278","artikel","Landelijk","Dag"
"1859-01-13","3554","artikel","Landelijk","Dag"
"1846-04-17","92","artikel","Landelijk","Dag"
"1854-09-02","70","artikel","Regionaal/lokaal","Dag"
"1860-02-16","20","artikel","Regionaal/lokaal","Dag"
"1860-07-13","165","artikel","Regionaal/lokaal","Dag"
"1859-12-20","3839","artikel","Landelijk","Dag"
"1849-06-11","654","artikel","Landelijk","Dag"
"1860-11-20","4118","artikel","Landelijk","Dag"
"1845-04-16","31","artikel","Nederlands-Indië / Indonesië","Dag"
"1851-08-27","1322","artikel","Landelijk","Dag"
"1850-11-12","116","artikel","Regionaal/lokaal","Middag"
"1856-10-30","129","artikel","Regionaal/lokaal","Dag"
"1847-04-22","4809","artikel","Landelijk","Dag"
"1849-01-19","17","artikel","Landelijk","Dag"
"1860-02-02","3875","artikel","Landelijk","Dag"
"1849-08-07","5519","artikel","Landelijk","Dag"
"1857-02-19","2981","artikel","Landelijk","Dag"
"1860-04-17","","artikel","Regionaal/lokaal","Dag"
"1850-04-03","27","artikel","Regionaal/lokaal","Dag"
"1850-02-05","31","artikel","Landelijk","Dag"
"1856-10-18","7752","artikel","Landelijk","Dag"
"1859-09-06","212","artikel","Regionaal/lokaal","Dag"
"1858-03-01","8175","artikel","Landelijk","Dag"
"1860-10-04","117","artikel","Regionaal/lokaal","Dag"
"1855-09-25","2557","artikel","Landelijk","Dag"
"1840-09-03","210","artikel","Landelijk","Dag"
"1848-09-15","74","artikel","Regionaal/lokaal","Dag"
"1859-09-05","80","artikel","Regionaal/lokaal","Dag"
"1859-08-02","181","artikel","Landelijk","Dag"
"1851-10-09","121","artikel","Regionaal/lokaal","Dag"
"1859-10-05","237","artikel","Regionaal/lokaal","Dag"
"1843-02-11","30","artikel","Regionaal/lokaal","Dag"
"1852-04-13","45","artikel","Regionaal/lokaal","Dag"
"1849-01-15","13","artikel","Landelijk","Dag"
"1856-01-11","10","artikel","Regionaal/lokaal","Dag"
"1840-09-22","115","artikel","Regionaal/lokaal","Dag"
"1848-01-16","14","artikel","Landelijk","Dag"
"1850-03-26","37","artikel","Regionaal/lokaal","Dag"
"1849-01-29","137","artikel","Regionaal/lokaal","Dag"
"1854-05-16","115","artikel","Regionaal/lokaal","Dag"
"1857-11-20","275","artikel","Regionaal/lokaal","Dag"
"1846-08-18","22","artikel","Landelijk","Dag"
"1858-07-02","3391","artikel","Landelijk","Dag"
"1841-07-27","89","artikel","Regionaal/lokaal","Dag"
"1841-04-28","34","artikel","Nederlands-Indië / Indonesië","Dag"
"1856-04-18","2728","artikel","Landelijk","Dag"
"1850-07-17","15","artikel","Regionaal/lokaal","Middag"
"1859-05-22","120","artikel","Regionaal/lokaal","Dag"
"1851-10-23","125","artikel","Regionaal/lokaal","Dag"
"1849-01-30","12","artikel","Regionaal/lokaal","Dag"
"1851-01-21","18","artikel","Landelijk","Dag"
"1842-02-04","15","artikel","Regionaal/lokaal","Dag"
"1855-07-25","2505","artikel","Landelijk","Dag"
"1856-08-24","102","artikel","Regionaal/lokaal","Dag"
"1841-12-14","246","artikel","Regionaal/lokaal","Dag"
"1849-11-09","781","artikel","Landelijk","Dag"
"1852-10-16","42","artikel","Nederlandse Antillen","Dag"
"1847-08-01","61","artikel","Regionaal/lokaal","Dag"
"1844-04-16","31","artikel","Regionaal/lokaal","Dag"
"1849-04-17","44","artikel","Regionaal/lokaal","Dag"
"1849-08-30","169","artikel","Regionaal/lokaal","Dag"
"1848-04-12","5111","artikel","Landelijk","Dag"
"1840-04-30","86","artikel","Regionaal/lokaal","Dag"
"1850-11-14","118","artikel","Regionaal/lokaal","Middag"
"1859-12-22","153","artikel","Regionaal/lokaal","Dag"
"1848-03-31","26","artikel","Regionaal/lokaal","Dag"
"1853-09-06","105","artikel","Regionaal/lokaal","Dag"
"1847-05-20","40","artikel","Regionaal/lokaal","Dag"
"1857-01-27","12","artikel","Regionaal/lokaal","Dag"
"1859-03-06","56","artikel","Landelijk","Dag"
"1860-11-30","284","artikel","Landelijk","Dag"
"1860-01-18","15","artikel","Regionaal/lokaal","Dag"
"1845-11-17","271","artikel","Landelijk","Dag"
"1844-04-15","3875","artikel","Landelijk","Dag"
"1849-06-15","252","artikel","Regionaal/lokaal","Dag"
"1848-09-15","23","artikel","Regionaal/lokaal","Middag"
"1859-09-28","230","artikel","Landelijk","Dag"
"1858-08-26","102","artikel","Regionaal/lokaal","Dag"
"1859-04-29","3644","artikel","Landelijk","Dag"
"1842-07-23","3339","artikel","Landelijk","Dag"
"1857-07-04","78","artikel","Regionaal/lokaal","Dag"
"1858-03-01","8175","artikel","Landelijk","Dag"
"1848-08-17","194","artikel","Regionaal/lokaal","Dag"
"1848-10-03","205","artikel","Regionaal/lokaal","Dag"
"1848-12-07","292","artikel","Landelijk","Dag"
"1849-01-20","9","artikel","Regionaal/lokaal","Dag"
"1851-04-27","111","artikel","Landelijk","Dag"
"1859-03-08","19","artikel","Regionaal/lokaal","Dag"
"1854-01-09","7","artikel","Regionaal/lokaal","Dag"
"1859-12-10","148","artikel","Regionaal/lokaal","Dag"
"1855-02-01","9","artikel","Regionaal/lokaal","Dag"
"1851-04-26","110","artikel","Landelijk","Dag"
"1859-10-13","241","artikel","Regionaal/lokaal","Dag"
"1854-01-18","202","artikel","Landelijk","Dag"
"1849-02-19","5377","artikel","Landelijk","Dag"
"1849-04-04","600","artikel","Landelijk","Dag"
"1849-04-04","5415","artikel","Landelijk","Dag"
"1859-04-02","40","artikel","Regionaal/lokaal","Dag"
"1852-04-11","88","artikel","Landelijk","Dag"
"1849-01-30","138","artikel","Regionaal/lokaal","Dag"
"1853-07-25","100","artikel","Regionaal/lokaal","Dag"
"1848-05-06","57","artikel","Regionaal/lokaal","Dag"
"1848-10-20","84","artikel","Regionaal/lokaal","Dag"
"1857-06-24","147","artikel","Regionaal/lokaal","Dag"
"1860-08-09","4032","artikel","Landelijk","Dag"
"1842-11-21","3442","artikel","Landelijk","Dag"
"1860-04-14","3936","artikel","Landelijk","Dag"
"1847-10-19","4961","artikel","Landelijk","Dag"
"1847-04-20","32","artikel","Regionaal/lokaal","Dag"
"1848-10-20","84","artikel","Regionaal/lokaal","Dag"
"1848-05-10","112","artikel","Landelijk","Dag"
"1851-02-11","18","artikel","Regionaal/lokaal","Dag"
"1850-03-20","56","artikel","Regionaal/lokaal","Dag"
"1851-06-11","1258","artikel","Landelijk","Dag"
"1844-07-02","79","artikel","Regionaal/lokaal","Dag"
"1850-01-08","5650","artikel","Landelijk","Dag"
"1860-12-13","147","artikel","Regionaal/lokaal","Dag"
"1860-09-19","224","artikel","Regionaal/lokaal","Dag"
"1860-03-20","3915","artikel","Landelijk","Dag"
"1851-09-09","108","artikel","Regionaal/lokaal","Dag"
"1842-10-29","44","artikel","Nederlandse Antillen","Dag"
"1850-07-30","87","artikel","Regionaal/lokaal","Dag"
"1855-06-07","133","artikel","Regionaal/lokaal","Dag"
"1859-06-17","143","artikel","Regionaal/lokaal","Dag"
"1848-09-14","191","artikel","Regionaal/lokaal","Dag"
"1848-03-11","5084","artikel","Landelijk","Dag"
"1850-04-15","89","artikel","Regionaal/lokaal","Dag"
"1850-01-02","2","artikel","Regionaal/lokaal","Dag"
"1846-06-19","49","artikel","Regionaal/lokaal","Dag"
"1842-01-06","3172","artikel","Landelijk","Dag"
"1848-08-08","164","artikel","Regionaal/lokaal","Dag"
"1848-12-03","118","artikel","Regionaal/lokaal","Dag"
"1852-03-16","1491","artikel","Landelijk","Dag"
"1849-04-19","76","artikel","Regionaal/lokaal","Dag"
"1846-03-24","36","artikel","Regionaal/lokaal","Dag"
"1860-05-05","53","artikel","Regionaal/lokaal","Dag"
"1859-08-13","96","artikel","Regionaal/lokaal","Dag"
"1857-10-26","3187","artikel","Landelijk","Dag"
"1858-01-26","26","artikel","Landelijk","Dag"
"1843-08-01","91","artikel","Regionaal/lokaal","Dag"
"1858-10-14","121","artikel","Regionaal/lokaal","Dag"
"1859-10-28","254","artikel","Regionaal/lokaal","Dag"
"1857-03-13","3000","artikel","Landelijk","Dag"
"1852-01-13","108","artikel","Verenigde Staten","Dag"
"1859-07-15","167","artikel","Regionaal/lokaal","Dag"
"1860-11-29","141","artikel","Regionaal/lokaal","Dag"
"1860-08-04","4028","artikel","Landelijk","Dag"
"1860-12-10","148","artikel","Regionaal/lokaal","Dag"
"1851-09-02","103","artikel","Regionaal/lokaal","Dag"
"1848-03-14","5086","artikel","Landelijk","Dag"
"1848-03-01","44","artikel","Regionaal/lokaal","Dag"
"1848-06-03","114","artikel","Regionaal/lokaal","Dag"
"1848-05-19","119","artikel","Landelijk","Dag"
"1845-07-30","178","artikel","Landelijk","Dag"
"1860-09-15","4063","artikel","Landelijk","Dag"
"1858-07-10","161","artikel","Landelijk","Dag"
"1850-01-05","5648","artikel","Landelijk","Dag"
"1853-10-08","41","artikel","Nederlandse Antillen","Dag"
"1849-01-03","3","artikel","Landelijk","Dag"
"1840-02-29","43","artikel","Regionaal/lokaal","Dag"
"1857-06-06","3069","artikel","Landelijk","Dag"
"1853-08-25","78","artikel","Landelijk","Dag"
"1850-06-22","25","artikel","Nederlandse Antillen","Dag"
"1854-09-27","77","artikel","Regionaal/lokaal","Dag"
"1859-07-18","166","artikel","Regionaal/lokaal","Dag"
"1860-01-24","20","artikel","Regionaal/lokaal","Dag"
"1852-03-13","32","artikel","Regionaal/lokaal","Dag"
"1842-03-05","10","artikel","Nederlandse Antillen","Dag"
"1848-11-13","269","artikel","Regionaal/lokaal","Dag"
"1850-08-01","92","artikel","Regionaal/lokaal","Dag"
"1849-01-06","6","artikel","Landelijk","Dag"
"1849-02-23","47","artikel","Regionaal/lokaal","Dag"
"1844-07-12","83","artikel","Regionaal/lokaal","Dag"
"1848-06-28","77","artikel","Regionaal/lokaal","Dag"
"1849-11-21","229","artikel","Regionaal/lokaal","Dag"
"1849-04-18","75","artikel","Regionaal/lokaal","Dag"
"1852-04-15","1515","artikel","Landelijk","Dag"
"1859-05-27","126","artikel","Regionaal/lokaal","Dag"
"1856-03-13","2698","artikel","Landelijk","Dag"
"1848-05-16","117","artikel","Landelijk","Dag"
"1848-08-29","69","artikel","Regionaal/lokaal","Dag"
"1849-09-15","735","artikel","Landelijk","Dag"
"1846-07-10","4565","artikel","Landelijk","Dag"
"1858-10-12","3478","artikel","Landelijk","Dag"
"1860-11-24","4122","artikel","Landelijk","Dag"
"1853-10-17","1971","artikel","Landelijk","Dag"
"1842-10-08","41","artikel","Nederlandse Antillen","Dag"
"1849-11-09","781","artikel","Landelijk","Dag"
"1857-10-29","257","artikel","Regionaal/lokaal","Dag"
"1860-01-12","5","artikel","Regionaal/lokaal","Dag"
"1857-01-28","2962","artikel","Landelijk","Dag"
"1851-09-06","1331","artikel","Landelijk","Dag"
"1849-10-09","755","artikel","Landelijk","Dag"
"1851-10-10","1360","artikel","Landelijk","Dag"
"1851-07-17","1288","artikel","Landelijk","Dag"
"1855-12-08","60","artikel","Regionaal/lokaal","Dag"
"1853-03-04","1784","artikel","Landelijk","Dag"
"1854-08-31","2234","artikel","Landelijk","Dag"
"1853-03-03","1783","artikel","Landelijk","Dag"
"1849-06-13","250","artikel","Regionaal/lokaal","Dag"
"1852-07-27","90","artikel","Regionaal/lokaal","Dag"
"1857-01-27","12","artikel","Regionaal/lokaal","Dag"
"1848-03-08","5081","artikel","Landelijk","Dag"
"1849-04-23","5430","artikel","Landelijk","Dag"
"1849-01-23","132","artikel","Regionaal/lokaal","Dag"
"1844-12-13","4081","artikel","Landelijk","Dag"
"1858-01-30","25","artikel","Regionaal/lokaal","Dag"
"1859-06-20","145","artikel","Regionaal/lokaal","Dag"
"1860-08-17","193","artikel","Regionaal/lokaal","Dag"
"1859-12-08","146","artikel","Regionaal/lokaal","Dag"
"1848-06-16","143","artikel","Landelijk","Dag"
"1848-06-23","75","artikel","Regionaal/lokaal","Dag"
"1848-11-06","265","artikel","Landelijk","Dag"
"1848-11-02","64","artikel","Regionaal/lokaal","Middag"
"1856-01-07","7510","artikel","Landelijk","Dag"
"1851-08-26","102","artikel","Regionaal/lokaal","Dag"
"1852-03-12","1488","artikel","Landelijk","Dag"
"1859-07-22","173","artikel","Regionaal/lokaal","Dag"
"1850-12-17","146","artikel","Regionaal/lokaal","Middag"
"1854-01-05","2","artikel","Regionaal/lokaal","Dag"
"1855-04-14","44","artikel","Regionaal/lokaal","Dag"
"1845-10-07","80","artikel","Regionaal/lokaal","Dag"
"1860-01-30","3872","artikel","Landelijk","Dag"
"1849-01-12","11","artikel","Regionaal/lokaal","Dag"
"1860-03-15","3911","artikel","Landelijk","Dag"
"1853-03-03","27","artikel","Regionaal/lokaal","Dag"
"1850-12-26","151","artikel","Regionaal/lokaal","Dag"
"1860-08-31","208","artikel","Regionaal/lokaal","Dag"
"1842-03-14","31","artikel","Regionaal/lokaal","Dag"
"1849-08-02","183","artikel","Landelijk","Dag"
"1854-05-31","127","artikel","Regionaal/lokaal","Dag"
"1841-01-07","4","artikel","Regionaal/lokaal","Dag"
"1848-03-11","32","artikel","Regionaal/lokaal","Dag"
"1851-01-31","27","artikel","Regionaal/lokaal","Dag"
"1851-07-20","170","artikel","Landelijk","Dag"
"1843-06-15","48","artikel","Suriname","Dag"
"1860-07-23","174","artikel","Regionaal/lokaal","Dag"
"1859-03-22","35","artikel","Regionaal/lokaal","Dag"
"1860-04-19","32","artikel","Regionaal/lokaal","Dag"
"1858-05-22","119","artikel","Regionaal/lokaal","Dag"
"1849-05-15","94","artikel","Regionaal/lokaal","Dag"
"1840-02-18","21","artikel","Regionaal/lokaal","Dag"
"1850-02-20","5687","artikel","Landelijk","Dag"
"1859-05-05","3649","artikel","Landelijk","Dag"
"1860-03-01","26","artikel","Regionaal/lokaal","Dag"
"1854-04-21","16","artikel","Nederlands-Indië / Indonesië","Dag"
"1850-08-21","45","artikel","Regionaal/lokaal","Middag"
"1848-03-07","","artikel","Regionaal/lokaal","Dag"
"1848-05-26","126","artikel","Landelijk","Dag"
"1849-01-09","3","artikel","Regionaal/lokaal","Dag"
"1849-01-13","530","artikel","Landelijk","Dag"
"1846-11-20","139","artikel","Regionaal/lokaal","Dag"
"1848-11-15","271","artikel","Regionaal/lokaal","Dag"
"1846-10-22","50","artikel","Landelijk","Dag"
"1860-12-06","291","artikel","Regionaal/lokaal","Dag"
"1843-08-29","104","artikel","Regionaal/lokaal","Dag"
"1849-03-15","32","artikel","Regionaal/lokaal","Dag"
"1851-07-22","171","artikel","Landelijk","Dag"
"1856-09-20","7728","artikel","Landelijk","Dag"
"1843-08-29","104","artikel","Regionaal/lokaal","Dag"
"1849-05-19","5452","artikel","Landelijk","Dag"
"1849-10-26","256","artikel","Landelijk","Dag"
"1849-10-10","350","artikel","Regionaal/lokaal","Dag"
"1844-04-13","74","artikel","Regionaal/lokaal","Dag"
"1848-04-22","5120","artikel","Landelijk","Dag"
"1848-09-15","5244","artikel","Landelijk","Dag"
"1856-03-07","2694","artikel","Landelijk","Dag"
"1859-10-04","118","artikel","Regionaal/lokaal","Dag"
"1859-09-21","225","artikel","Regionaal/lokaal","Dag"
"1857-01-13","6","artikel","Regionaal/lokaal","Dag"
"1850-11-21","140","artikel","Regionaal/lokaal","Dag"
"1848-06-28","133","artikel","Regionaal/lokaal","Dag"
"1859-02-08","17","artikel","Regionaal/lokaal","Dag"
"1859-11-05","3801","artikel","Landelijk","Dag"
"1860-03-03","27","artikel","Regionaal/lokaal","Dag"
"1849-02-23","16","artikel","Regionaal/lokaal","Dag"
"1860-10-06","118","artikel","Regionaal/lokaal","Dag"
"1850-05-04","52","artikel","Regionaal/lokaal","Dag"
"1848-12-29","156","artikel","Regionaal/lokaal","Dag"
"1855-07-04","80","artikel","Regionaal/lokaal","Dag"
"1849-08-03","294","artikel","Regionaal/lokaal","Dag"
"1860-03-08","29","artikel","Regionaal/lokaal","Dag"
"1841-07-29","3034","artikel","Landelijk","Dag"
"1850-12-13","143","artikel","Regionaal/lokaal","Middag"
"1860-08-27","103","artikel","Regionaal/lokaal","Dag"
"1840-01-22","10","artikel","Regionaal/lokaal","Dag"
"1855-02-23","2380","artikel","Landelijk","Dag"
"1842-05-30","64","artikel","Regionaal/lokaal","Dag"
"1849-09-01","209","artikel","Landelijk","Dag"
"1850-01-29","443","artikel","Regionaal/lokaal","Middag"
"1849-02-04","24","artikel","Regionaal/lokaal","Dag"
"1846-11-24","280","artikel","Landelijk","Dag"
"1850-04-05","499","artikel","Regionaal/lokaal","Middag"
"1854-08-01","2209","artikel","Landelijk","Dag"
"1857-11-04","70","artikel","Landelijk","Dag"
"1840-10-10","122","artikel","Regionaal/lokaal","Dag"
"1843-07-26","3651","artikel","Landelijk","Dag"
"1842-07-30","149","artikel","Regionaal/lokaal","Dag"
"1842-08-21","101","artikel","Regionaal/lokaal","Dag"
"1851-04-12","44","artikel","Regionaal/lokaal","Dag"
"1854-05-19","20","artikel","Nederlands-Indië / Indonesië","Dag"
"1859-07-29","179","artikel","Regionaal/lokaal","Dag"
"1842-06-24","3314","artikel","Landelijk","Dag"
"1849-09-04","725","artikel","Landelijk","Dag"
"1860-03-06","56","artikel","Regionaal/lokaal","Dag"
"1858-08-28","202","artikel","Regionaal/lokaal","Dag"
"1856-03-20","35","artikel","Regionaal/lokaal","Dag"
"1859-07-01","8589","artikel","Landelijk","Dag"
"1859-07-16","168","artikel","Regionaal/lokaal","Dag"
"1850-12-24","252","artikel","Regionaal/lokaal","Dag"
"1860-01-20","3864","artikel","Landelijk","Dag"
"1860-09-10","4058","artikel","Landelijk","Dag"
"1849-02-20","562","artikel","Landelijk","Dag"
"1860-01-30","25","artikel","Regionaal/lokaal","Dag"
"1841-03-31","1049","artikel","Landelijk","Dag"
"1846-10-20","49","artikel","Landelijk","Dag"
"1849-03-10","60","artikel","Landelijk","Dag"
"1855-10-18","83","artikel","Regionaal/lokaal","Dag"
"1860-05-16","117","artikel","Regionaal/lokaal","Dag"
"1849-04-26","100","artikel","Landelijk","Dag"
"1848-06-14","71","artikel","Regionaal/lokaal","Dag"
"1859-11-15","272","artikel","Regionaal/lokaal","Dag"
"1853-04-19","31","artikel","Regionaal/lokaal","Dag"
"1848-03-04","5078","artikel","Landelijk","Dag"
"1848-03-10","5083","artikel","Landelijk","Dag"
"1859-10-17","247","artikel","Regionaal/lokaal","Dag"
"1857-02-28","26","artikel","Regionaal/lokaal","Dag"
"1849-02-06","32","artikel","Landelijk","Dag"
"1859-11-11","3806","artikel","Landelijk","Dag"
"1850-09-08","176","artikel","Regionaal/lokaal","Dag"
"1850-09-14","1036","artikel","Landelijk","Dag"
"1860-08-01","4025","artikel","Landelijk","Dag"
"1848-03-07","57","artikel","Landelijk","Dag"
"1848-05-24","124","artikel","Landelijk","Dag"
"1849-03-22","182","artikel","Regionaal/lokaal","Dag"
"1849-06-15","252","artikel","Regionaal/lokaal","Dag"
"1855-12-10","294","artikel","Regionaal/lokaal","Dag"
"1857-04-23","95","artikel","Regionaal/lokaal","Dag"
"1856-08-13","65","artikel","Regionaal/lokaal","Dag"
"1856-01-14","2648","artikel","Landelijk","Dag"
"1848-05-11","99","artikel","Regionaal/lokaal","Dag"
"1848-03-16","65","artikel","Landelijk","Dag"
"1844-06-01","107","artikel","Regionaal/lokaal","Dag"
"1859-12-17","151","artikel","Regionaal/lokaal","Dag"
"1855-11-22","277","artikel","Regionaal/lokaal","Dag"
"1859-05-16","3658","artikel","Landelijk","Dag"
"1859-05-26","123","artikel","Regionaal/lokaal","Dag"
"1859-10-06","237","artikel","Landelijk","Dag"
"1859-09-26","229","artikel","Regionaal/lokaal","Dag"
"1842-12-14","247","artikel","Regionaal/lokaal","Dag"
"1851-01-15","13","artikel","Regionaal/lokaal","Dag"
"1859-06-30","77","artikel","Regionaal/lokaal","Dag"
"1849-06-28","124","artikel","Regionaal/lokaal","Dag"
"1849-01-08","119","artikel","Regionaal/lokaal","Dag"
"1849-04-03","40","artikel","Regionaal/lokaal","Dag"
"1849-02-09","35","artikel","Regionaal/lokaal","Dag"
